nom,adresse,representant,telephone,email,site
LA BELLE EPOQUE,11430 Gruissan,,04 68 49 61 87,stephane.mjcgruissan@free.fr,http://www.mjc-gruissan.com/2015/10/26/la-belle-epoque-2
LES VIEILLES CULASSES DU COTENTIN,50230 Agon-Coutainville,,06 60 67 47 47,daniel47.alexandre@gmail.com,
LES ANGES'AIN,01150 Sainte-Julie,,06 36 54 28 81,chanteurraphael@orange.fr,https://www.facebook.com/LES-Angesain-167694193961259/
ECURIE DES VIEILLES MANIVELLES DU GARD,30140 Massillargues-Attuech,,04 66 61 74 47,vmg30@netcourrier.com,
LES VIEILLES BIELLES DE WARLAING,59870 Warlaing,,03 27 25 03 65,lesvieillesbielles59@orange.fr,https://www.facebook.com/pg/Les-vieilles-bielles-de-Warlaing-356127937923887
LES ANCIENNES DU LITTORAL 83,83980 Le,,06 16 82 83 86,jmlamic@free.fr,https://www.facebook.com/les.anciennes.du.litoral.83/
LES VIEUX PISTONS DE LA VALSERINE,01200 Lancrans,,06 74 86 37 84,lesvieuxpistonsdelavalserine@gmail.com,http://www.lesvieuxpistonsdelavalserine.com
ECURIE GEVAUDAN HISTORIQUE,48200 Saint-Chély-d,,06 81 27 92 49,ecuriegevaudan@gmail.com,http://www.ecuriegevaudan.com
MACADAM PASSION CLUB,31150 Fenouillet,,06 81 80 38 30,macadam.passion@gmail.com,http://www.macadampassionclub.fr
LES ALLUMÉS DU CHROME,73200 Albertville,,06 22 51 63 69,secretariatallumes@gmail.com,http://lesallumesduchrome.fr
LES PETROLEUSES BEAUJOLAISES,69400 Villefranche-sur-Saône,,06 10 19 29 75,jaco80@live.fr,http://www.petrobeaujolaise.free.fr
AUTO RETRO HERMITAGE,26600 Tain-l,,06 10 65 52 19,chanas.andre@wanadoo.fr,
DEDEUCH FOLIES,17000 La,,06 10 55 60 70,contact@dedeuchfolies17.fr,https://dedeuchfolies17.fr
RETRO VINTAGE VLF,34380 Viols-le-Fort,,06 32 64 29 84,retrovintage.vlf@gmail.com,https://www.facebook.com/retrovintagevlf/
CLUB DES AMATEURS NON CONFORMISTES DE LA RÉGION ECOLE,77123 Le,,06 25 88 79 92,xaviergend77@yahoo.fr,
AUTO SPORT MUSEUM,45230 Chatillon-Coligny,,06 95 58 44 35,contact@autosportmuseum.com,https://www.autosportmuseum.com
CLUB BRESSAN DES VÉHICULES D'EPOQUE,71290 Ormes,,06 24 44 52 02,cbve71290@gmail.com,
CLUB DES ANCIENNES VW,30200 Bagnols-sur-Cèze,,06 87 64 04 03,riehl.pierre@orange.fr,http://www.lesanciennesvw.fr
LES BAROU'DEUCHES 2 CV & DÉRIVÉS,65370 Sarp,,06 32 77 44 13,lesbaroudeuches@gmail.com,
VOITURES ANCIENNES DU CENTRE,86100 Châtellerault,,06 07 61 29 33,coco.toutou@orange.fr,http://www.vac-chatellerault.simplesite.com
ORNANS MINIATURES,25290 Ornans,,03 81 62 23 98,miniatures-ornans@orange.fr,http://ornans-miniatures.fr
LES ROULYNDRES,30340 Rousson,,,simcaronde@hotmail.com,https://www.clublesroulyndres.fr
AMICALE AUTO RÉTRO 33,33460 Cantenac,,06 08 05 68 50,william.many@wanadoo.fr,http://amicale-auto-retro.org
MOTO CLUB BABSL,64100 Bayonne,,06 08 74 78 21,e.philou56@gmail.com,http://babslmotoclub.clicforum.fr
LES CYCLOMOBEURS,37120 Jaulnay,,06 46 79 31 73,cmaciet2@gmail.com,
TEAM RALLYE SERRIEROIS,01470 Serrières-de-Briord,,06 18 74 05 49,marc.waroquier@outlook.fr,https://fr-fr.facebook.com/Team-Rallye-Serrierois-980739818725298/
LES VIEILLES SOUPAPES BALDOMÉRIENNES,42330 Chamboeuf,,06 72 23 58 36,association.vsb@gmail.com,
CLAPTEAM,38119 Pierre-Châtel,,,clapteam38@gmail.com,https://www.clapteam.fr
ÉCURIE VOLANTS ET FOURCHETTES,19410 Vigeois,,06 80 47 03 33,jean-paul.brunerie@wanadoo.fr,
ASSOCIATION CAMION ANCIEN & USINE AILLOT,71300 Montceau-les-Mines,,06 84 54 69 23,camion.ancien@gmail.com,http://usineaillot.canalblog.com
AMICALE DES VIEUX CARBUS DU SUD ARDENNAIS,08310 Leffincourt,,03 24 30 34 96,avcsa@orange.fr,
PARMAIN CLASSIC,95620 Parmain,,01 34 73 16 72,pierrejeandruel@gmail.com,http://www.parmain-classic.fr
AUSTIN MINI PICTAVE CLUB,86240 Iteuil,,06 46 69 35 49,austinminipictaveclub@gmail.com,
AMICALE ROCHELAISE DE VÉHICULES ANCIENS,17000 La,,,secretariat.arva@gmail.com,http://www.arva17.fr
COLLECTOUR,38620 Saint-Geoire-en-Valdaine,,06 12 95 95 87,teamcollectour@gmail.com,http://collectour.fr
CLUB DES AMATEURS D'ANCIENNES RENAULT - CAR ISERE,38830 Crêts-en-Belledonne,,07 61 06 05 82,car.renault.isere@gmail.com,https://www.carisere.fr
ASSOCIATION ANNONÉENNE AUTOMOBILES ANCIENNES,07690  Villevocance,,06 84 49 46 20,gilbertcoste1@orange.fr,
JUVABOUN,28350 Saint-Lubin-des-Joncherets,,06 29 94 33 85,contact@juvaboun.com,https://www.juvaboun.com
OLDIES'N CLASSIC SPIRIT,24230 Montcaret,,06 82 96 29 66,oldiesnclassic@gmail.com,http://www.oldiesclassicspirit.wordpress.com
CAROLO RETRO CARS,"29766
info",,0324754297,info@carolo-retro-cars.be,
DU VIEUX VOLANT AU POT PERCÉ,47520 Le,,05 53 48 51 72,duvieuxvolantaupotperce47@orange.fr,
RETRO TWIN VAYRACOIS,46110 Vayrac,,06 75 40 78 10,duchermarielaure@orange.fr,https://www.facebook.com/retrotwinvayracois
LE QUAI DES YOUNGTIMERS,16110 La,,06 21 09 89 85,lequaidesyoungtimers@gmail.com,https://www.facebook.com/Le-quai-des-youngtimers-436171396748290/
LA ROUE,69260 Charbonnières-les-Bains,,06 18 56 68 35,marc.dupre@facenorh.fr,
TDL,69890 La,,06 08 77 85 02,tdl69@orange.fr,http://www.latraverseedelyon.com
TACOT CLUB DE l'AIN,01000 Bourg-en-Bresse,,04 74 21 63 06,tacotclub.ain@wanadoo.fr,http://tacotclub-ain.fr
LES TOPOLINO (FIAT 500),38440 Villeneuve-de-Marc,,06 27 63 36 73,lestopolino@gmail.com,http://www.lestopolino.com
CLUB VIRAGES,38200 Vienne,,06 18 56 68 35,marc.dupre@facenorh.fr,http://www.virages38.fr
MENTON CLASSIC,06500 Menton,,,mentonclassic@hotmail.com,http://www.mentonclassic06.wixsite.com/mentonclassic
ASSOCIATION AUDOISE D'AMATEURS D'AUTOMOBILES ANCIENNES,11009 Carcassonne,,06 14 41 09 19,arnaud.regis@orange.fr,https://clubdes5a.blogspot.fr
BEYSSENAC MECANIQUES ANCIENNES,19230 Beyssenac,,05 55 73 99 09,acadiane.modlin@gmail.com,https://www.facebook.com/Carclub19230/
AUTO MOTO RETRO FIGEAC,46100 Figeac,,,mrfigeac@orange.fr,
FLANDRES AUTO RETRO,59493 Villeneuve-d,,,contact@flandresautoretro.com,http://flandresautoretro.com
OCCITANIA TEAM,31340 Villemur-sur-Tarn,,06 03 85 27 65,motopassion31@hotmail.fr,https://www.facebook.com/groups/1002003629835695
MINI CLUB ATLANTIC AQUITAINE,33000 Mérignac,,06 22 49 83 89,louis.broc@sfr.fr,https://www.facebook.com/mini.clubatlanticaquitaine
AUTO RETRO BALANINA,20214 Moncale,,04 95 62 86 97,gaedic.meyer@wanadoo.fr,http://gaedicmeyer.wixsite.com/autoretrobalanina
CALVADEUCHECLUB & SES P'TITS,14170 Escures-sur-Favières,,02 31 20 92 79,calvadeuche@orange.fr,
MG CLUB DE FRANCE - Section Languedoc-Roussillon,30250 Aujargues,,06 52 19 78 55,roger.bardelot@mgclubdefrance.com,http://mgclubdefrance.com
2 CV CLUB DE LORRAINE,54140 Jarville-la-Malgrange,,07 82 94 10 51,contact@2cvclub-lorraine.com,http://www.2cvclub-lorraine.com
SIMCA 67 ET ANCIENNES,67130 Wasselonne,,06 72 22 19 76,simca67-etanciennes@orange.fr,http://SIMCA67etanciennes.jimdo.com
LES BELLES VICINOISES,78960 Voisins-le-Bretonneux,,06 19 52 09 17,lesbellesvicinoises@hotmail.com,
COLLECTIONNEURS DE VEHICULES ANCIENS DE VILLEVOCANCE,07690 Villevocance,,06 23 25 55 81,yolande.morel@sfr.fr,https://www.facebook.com/CVAV.villevocance
LES LUTINS MOTOCYCLISTES BITERROIS,34500 Béziers,,04 67 31 54 61,boudes.michel@orange.fr,https://www.facebook.com/groups/546095517036900
DEVIL'S PONY,71380 Saint-Marcel,,06 98 69 80 42,devils.pony@free.fr,http://www.facebook.com/Devils-PONY-1739740516281137/
LA RETROCYCLETTE,12200 Saint-Salvadou,,05 65 29 70 46,jean-luc.farjou@sfr.fr,http://www.laretrocyclette.com
CLUB AUTO NOSTALGIE 26,26210 Lapeyrouse-Mornay,,06 07 62 55 36,contact@club-autonostalgie26.fr,http://www.club-autonostalgie26.fr
LES ROUES'YOTINES,71150 Rully,,06 25 81 80 96,lesrouesyotines71@gmail.com,
RETROMOBILE PAYS REDING SARREBOURG,57400 Sarrebourg,,06 75 62 30 03,moniquecyriaque.hiebel@gmail.com,
VIPERPASSION,14280 Authie,,07 83 37 08 21,michel.wurtz@viperpassion.com,https://www.viperpassion.com
SURY AUTO COLLECTION,45530 Sury-aux-Bois,,06 72 00 59 69,dominique.viginier@orange.fr,http://www.sury-auto-collection.org
SPEED VALLEY MOTOR CLUB,,,04 75 79 63 53,jc.keller@skynet.be,http://www.speedvalley.be
LES VIEUX VOLANTS GRAVELINOIS,59820 Gravelines,,06 10 11 51 50,gravelines.expoautos@gmail.com,
LES VOLANTS D'ANTAN,01000 Bourg-en-Bresse,,06 14 31 56 24,j.corr@orange.fr,
VHC 55,55100 Verdun,,,vhc.55@yahoo.com,https://vhc55.jimdo.com
CLUB VIEILLES CARROSSERIES SAINGHINOISE,59262 Sainghin-en-Mélantois,,,vieilles.carrosseries59@gmail.com,http://club-vcs-automoto.monsite-orange.fr
CLUB RN20,45240 La,,06 20 99 87 19,association.clubrn20@gmail.com,https://www.facebook.com/associationclubrn20
ECURIE DES COTEAUX,51220 Courcy,,06 11 27 07 57,leofoldviviani@hotmail.fr,https://www.facebook.com/ecuriedescoteaux/
LES TACOTS DU DRAGON,84430 Mondragon,,04 32 80 23 12,phiphi_le@msn.com,
PASSION AUTO RETRO 03,03500 Châtel-de-Neuvre,,06 09 99 91 41,passion.auto.retro.03@gmail.com,http://passion-auto-retro-03.fr
LE GENTIANE DELCO RIOMOIS,15400 Riom-ès-Montagnes,,04 71 68 28 20,legentianedelcoriomois@gmail.com,
ROYA BÉVÉRA CLASSIC CAR,06540 Fontan,,,f.pascucci@free.fr,
ANCÊTRES MÉCANIQUE,77515 La,,06 75 77 70 87,ancetres.mecanique@free.fr,http://ancetres-mecanique.asso-web.com
ESPRIT MINI TEAM,77300 Fontainebleau,,06 81 84 91 91,espritminiteam77@gmail.com,
"VOLANTS D'AVANT, CHEVEUX AU VENT",21450 Billy-lès-Chanceaux,,06 82 50 37 74,contact@vacv.fr,http://www.vacv.fr
CLUB ANCIENNES SPORTIVES HISTORIQUES,19000 Tulle,,06 71 74 43 67,jmd19000@gmail.com,
NOS BELLES ANCIENNES,76430 Saint-Romain-de-Colbosc,,06 61 40 96 07,pwatripont@gmail.com,https://www.facebook.com/people/Nos-Belles-Anciennes/100066575921706/
RÉTROMOBILE CLUB DE SAINT PATHUS,77178 Saint-Pathus,,07 44 75 23 73,club@rmcsp.fr,https://www.rmcsp.fr
M.V.C.G. - Section Sud-Ouest,17200 Royan,,05 46 22 11 78,johancrouail@gmail.com,http://www.mvcg-lr.fr
AMICALE SALMSON,92100 Boulogne-Billancourt,,,secretariatamicalesalmson@gmail.com,http://www.amicale-salmson.org
BOUTIERES AUTO PASSION,07270 Le,,07 86 56 92 36,boutieres.auto.passion@gmail.com,http://boutieres-auto-passion.wifeo.com
LES VIEUX PISTONS CHEVROTINS,42140 Chevrières,,0477940268,lesvieuxpistons42@lavache.com,
AMICALE MOTO SUD CLASSIQUE,30540 Milhaud,,06 10 71 70 68,tornado@cegetel.net,http://motosudclassique.fr
ALFA CLUB DU NORD,02300 Chauny,,07 50 97 14 31,alfa.club@yahoo.fr,https://www.facebook.com/AlfaClubDuNord
FUN CAR 68,68110 Illzach,,06 64 87 24 47,audrey.funcarclub68@gmail.com,https://www.facebook.com/groups/828225597289756/
MOTOS CAUX'LLECTION,76540 Thérouldeville,,06 20 89 47 30,motoscauxllection@orange.fr,
M.V.C.G. - Section Languedoc-Roussilon,66200 Théza,,06 06 56 52 64,manon.tourreilles@gmail.com,http://www.mvcg-lr.fr
LES VIEILLES BIELLES DE L'AUBRAC,12500 Espalion,,06 80 07 92 06,lesvieillesbiellesdelaubrac@orange.fr,http://clubvba.over-blog.com
VEXIN CLASSIC,95450 Commeny,,01 72 58 30 89,alain.fournigault@gmail.com,http://www.vexin-classic.fr
AUSTIN MINI REIMS,51100 Reims,,06 82 95 78 75,austinminireims@gmail.com,
AUTO FOLLIE'S 41,41100 Marcilly-en-Beauce,,06 03 65 80 76,auto-follies41@orange.fr,
CLUB AUTO RETRO TRACTEUR,51290 Margerie-Hancourt,,06 07 44 34 75,c.autoretrotracteur@gmail.com,http://club-auto-retro-tracteur.over-blog.com/
REN'CAR 78,78320 La,,06 34 61 31 30,rencar78.asso@gmail.com,
PASSION ALPINE RENAULT ALSACE,67110 Reichshoffen,,06 13 27 55 08,passionalpinerenaultalsace@gmail.com,http://www.passionalpinerenaultalsace.fr
PACA YOUNG,13220 Châteauneuf-les-Martigues,,06 99 76 91 50,fafa.ax@hotmail.fr,https://www.facebook.com/groups/1061160287260669/
VIEILLES SOUPAPES DU VOIRONNAIS,38500 Coublevie,,,vsv38500@gmail.com,https://www.facebook.com/VieillesSoupapesVoironnais
AUTO'CLASSIC 88,88000 Epinal,,06 84 90 05 82,alexandre.mangin89@gmail.com,https://www.facebook.com/Classicauto88
AUTOMOBILE CLUB SPORT ET PRESTIGE,37402 Amboise,,,contact@automobile-club-sport-et-prestige.com,http://www.automobile-club-sport-et-prestige.com
ASSOCIATION DES PETROLETTES ANCIENNES DU PAYS D'AUGE,14290 Cernay,,02 31 32 72 67,jean-jacques.wassner@wanadoo.fr,
LES RALLYES DE LA MARTERIE,24260 Saint-Félix-de-Reillac-et-Mortemart,,06 25 74 01 69,rallyesdelamarterie@gmail.com,https://www.rallyesdelamarterie.com
SPIRIT RACER CLUB,21230 Vievy,,03 80 84 86 26,guy.ecar@orange.fr,http://www.spiritracerclub.org
RETRAUMOBILE CLUB DE HAUTE-SAVOIE,74803 La,,07 81 85 01 93,webmaster@retraumobileclub74.com,http://www.retraumobileclub74.com
CLUB MOTOS FOLLIS,69210 Saint-Pierre-la-Palud,,06 08 34 78 67,clubmotosfollis@gmail.com,
AMICALE TRACTION CAUCHOISE,76170 La,,06 60 34 81 72,amicale.traction.cauchoise@gmail.com,http://www.amicale-traction-cauchoise.fr
VIEUX VOLANTS VIROIS,14500 Vire,,,vieuxvolantsvirois@yahoo.com,http://vieux-volants-virois.wifeo.com
ASSOCIATION AUTOMOBILE DE MARDORE,69240 Thizy-les-Bourgs,,06 02 33 46 49,aam.mardore@yahoo.com,
BEZAUDUN AUTO PASSION,26460 Bézaudun-sur-Bîne,,06 61 53 53 44,bezaudunautopassion@gmail.com,
YOUNG GENTLEMAN DRIVER,63400 Chamalières,,06 29 72 53 48,younggentlemandriver@gmail.com,http://younggentlemandriver.wixsite.com/younggentlemandriver
2 CV SOUS LES POMMIERS,14130 Pont-l,,06 70 04 20 11,2cvsouslespommiers@wanadoo.fr,http://2cvsouslespommiers.over-blog.com
CLUB VENTURI,39100 Dole,,,contact@clubventuri.fr,http://www.clubventuri.fr
ASSOCIATION DE VÉHICULES AUTOMOBILES ALSACIEN,68190 Ensisheim,,06 74 58 24 37,info.av2a@gmail.com,
AG SPORT,39100 Dole,,03 84 72 59 61,agsport@laposte.net,https://www.facebook.com/AG-Sport-661253657326565/
LES PETROLEUSES DE L'HESDINOIS,62140 Hesdin,,06 26 84 76 30,petroleuseshesdinois@orange.fr,
SCOOT AUTO RETRO,01800 Mollon,,06 08 56 34 09,dorkelp@gmail.com,
LES VIEILLES PERIGOURDINES,24590 Salignac-Eyvigues,,06 07 24 83 22,j.prouillac@wanadoo.fr,http://lesvieillesperigourdines.fr
YOUNGTIMERS76,76160 Saint-Jacques-sur-Darnétal,,06 99 10 76 83,steph-gti@hotmail.fr,
LES CALANDRES D'ANTAN DE GRADIGNAN,33170 Gradignan,,06 86 67 90 34,lescalandres@gmail.com,https://www.facebook.com/groups/388379888781413
CRAZY ROAD CARS CLUB,18130 Dun-sur-Auron,,06 69 46 71 35,crazyroadcarsclub@gmail.com,https://www.facebook.com/CRAZY-ROAD-CARS-CLUB-1455733151340831
TOURS ENGLISH CARS,37390 La,,06 07 06 12 79,tours.english.cars.37@gmail.com,
TEUF TEUF CLUB DE SCORBÉ-CLAIRVAUX,86100 Antran,,06 56 89 39 60,teuf-teuf86@outlook.fr,
ALPINE GORDINI CLUB CHAMPAGNE,51240 Marson,,,denis.michel10@orange.fr,https://agcc51.com
VIKING CLUB 2CV,14400 Etreham,,02 50 27 90 84,didier.hartel@laposte.net,http://vikingclub2cv.e-monsite.com
LA POUËT-POUËT SURYQUOISE,42450 Sury-le-Comtal,,06 66 71 10 20,pouetpouetsuryquoise@gmail.com,http://pouetpouet2.pockost.com
RÉTRO POUSS-AUTO,34560 Poussan,,06 26 11 07 18,leclub@retro-pouss-auto.fr,http://www.retro-pouss-auto.fr
AMICALE DES AMATEURS DE VÉHICULES ANCIENS DE PERNOIS,80670 Pernois,,03 22 51 05 31,francis.troivaux@wanadoo.fr,
AMICALE DES MÉCANIQUES SIGOGNAISES,16200 Sigogne,,06 58 73 16 01,ams16200@orange.fr,
LES PÉTOCHONS DU BOURBONNAIS,03400 Yzeure,,04 70 20 88 30,david.cunier@laposte.net,http://lespetochons.com
V8FOREVER,69380 Belmont-d,,06 26 43 10 99,club.V8forever@orange.fr,http://www.v8forever.com
CLUB DES VIEUX VOLANTS FRANC COMTOIS,25600 Sochaux,,06 64 90 32 21,jeanluctissot90@gmail.com,https://www.facebook.com/groups/193468185098083
VÔGE AUTOS LÉGENDE AJOLAISES,88340 Le,,06 60 46 57 67,valajolaises@sfr.fr,http://valajolaises.fr
AUTO RÉTRO PÉRIGORD EST,24120 Pazayac,,09 50 10 81 09,bouillon.jo@free.fr,http://autoretropazayac.canalblog.com
LES AIEULES DE LA ROUTE,69780 Saint-Pierre-de-Chandieu,,06 15 16 06 46,jeanmichel.vidal@numericable.fr,
AUTOMOTO CLASSIC DE L'OUEST,79000 Niort,,06 01 05 11 58,contact@amco.club,https://www.amco.club
LES DÉJANTÉS DE LA FENSCH,57290 Serémange-Erzange,,06 15 93 18 62,contact@lesdejantesdelafensch.fr,http://www.lesdejantesdelafensch.fr
2 CV CLUB CHARLIENDIN,42190 Charlieu,,06 27 89 77 47,contact2cvclub.charlieu@gmail.com,https://2cvcharlieu.fr
LIBERTY RIDER MCP 17,17380 Saint-Crépin,,06 68 68 13 40,regis.vicard@gmail.com,http://libertyrider17.e-monsite.com
AUTO-MOTO YOUNGTIMERS CLUB,37360 Semblançay,,06 83 19 21 11,amyclub@free.fr,http://www.amy-club.com
PASSION AMERICAN CARS EN BASSE-NORMANDIE,50470 la,,06 31 74 52 91,passion-uscars@outlook.fr,http://www.facebook.com/groups/949236508461391
ANCETROMOBILE,84440 Robion,,06 68 49 93 63,sabine.lichiere@orange.fr,
LES VIEUX MACHINS,64250 Itxassou,,06 13 89 53 78,etchecoco@gmail.com,
OTHOIRY CLUB,78770 Thoiry,,,info@othoiryclub.fr,http://othoiryclub.fr
LES BELLES D'ÉVIN,62141 Évin-Malmaison,,06 60 90 39 83,lesbellesdevin@gmail.com,https://www.facebook.com/Les-belles-devin-1074001935957798/
CLUB 306,47400 Gontaud-de-Nogaret,,07 61 11 60 14,communication@club306.fr,http://club306.fr
AMATEURS DE VOITURES D'EPOQUE DE LA CÔTE D'AZUR,06130 Plascassier,,06 75 09 05 42,henrion.dan@orange.fr,http://www.aveca1.fr
LES VIEILLES VOITURES DE LA VALLÉE DE L'ISLE,24700 Montpon-Ménésterol,,06 85 01 04 36,les3vi@gmail.com,http://www.les3vi.com
VOLANT SPORT CÉVENOL,34920 Le,,06 19 55 17 02,volantsportcevenol@outlook.fr,
AUTO RÉTRO TERRES DE SAÔNE,70170 Port-sur-Saône,,06 86 96 18 88,autoretro.tds70@outlook.fr,http://www.autoretro-tds70.fr
VW ONE CLUB,57510 Holving,,06 73 04 63 94,vwoneclub@hotmail.fr,
MINI CLUB ROMAND,,,,info@mini-club-romand.ch,http://www.mini-club-romand.ch
AMATEURS DAUPHINOIS D'AUTOMOBILES DE COLLECTION,38300 Ruy-Montceau,,06 88 74 84 74,contact@adacnordisere.fr,https://www.adacbourgoinjallieu.com
NATIONALE 7 HISTORIQUE PROVENCE,83170 Tourves,,,nationale7historiqueprovence@gmail.com,
EVENEMENTS SPORT AUTO DU SUD,34750 Villeneuve-lès-Maguelone,,,eventsportautodusud@gmail.com,https://www.facebook.com/groups/557812737668191
FOMOCO'S LOVERS,21000 Dijon,,06 73 18 30 39,fomocoslovers@gmail.com,
VÉHICULES TERRESTRES A MOTEURS 24,24400 Saint-Médard-de-Mussidan,,06 62 07 46 47,centreautospneus24@orange.fr,
LES VIEILLES ROUES CÉVENOLES,48000 Mende,,04 66 49 03 92,jardins.loisirs@wanadoo.fr,http://www.lesvieillesrouescevenoles.fr
CLUB RENAULT 21 PASSION,77540 Lumigny,,,club-renault21passion@outlook.fr,http://www.club-renault21passion.fr
LES VIEUX PISTONS LANGEADOIS,43300 Langeac,,06 23 52 04 22,lesvieuxpistonslangeadois@yahoo.fr,
205 GTI CLUB DE FRANCE - Section Centre Val de Loire,36330 Le,,06 72 42 85 60,centre@club205gti.fr,http://www.club205gti.fr
TACOT CLUB BRESSUIRAIS,79300 Bressuire,,,tacot-club@sfr.fr,http://www.tacot-club.fr
CLAYE VÉHICULE RÉTRO,77410 Claye-Souilly,,06 35 35 14 42,jjazerty1949@hotmail.fr,http://cvrclaye77.jimdo.com
CACTUS ORGANISATION,83330 Le,,04 94 29 56 54,contact@cactus-organisation.com,http://www.cactus-organisation.com
CLUB AUTOMOBILE AIXOIS,13480 Calas,,06 49 09 25 75,c2a.aix@gmail.com,https://www.club-automobile-aixois.com
VÉHICULES & LOISIRS DU CAMP DU DRAP D'OR,62610 Balinghem,,06 86 97 80 28,vlcdo.ber-nic@orange.fr,
DEUDEUCH'CLUB DE CAEN,14540 Garcelles-Secqueville,,06 51 80 61 43,deudeuchclub.caen@laposte.net,http://2cvcaen.fr
LA DEUCHÉ VITA - 2 CV CLUB DU VAL D'OISE,95710 Bray-et-Lû,,01 34 67 78 08,ladeuche.vita@laposte.net,https://ladeuchevita.wixsite.com/ladeuchevita
AMICALE ALPINE RENAULT GORDINI DES DEUX-SEVRES,79200 Châtillon-sur-Thouet,,05 49 95 01 88,jc-m.bernard@club-internet.fr,
CLUB RENAULT 4LORRAINE,54800 Doncourt-lès-Conflans,,06 48 25 57 51,r4l.lorraine@gmail.com,
SEPTFONDS AUTO MOTO RÉTRO CLASSIC,82240 Septfonds,,06 21 16 66 75,samrc@sfr.fr,https://www.facebook.com/groups/412180972664388
AMICALE CABRIOLETS ANCIENS ET MODERNES,69960 Corbas,,,acam.france@gmail.com,
ATR VW CLUB,95610 Eragny-sur-Oise,,01 34 48 96 36,cmp95@free.fr,https://www.facebook.com/groups/73478585760/
NIMES AUTO RÉTRO,30800 Saint-Gilles,,06 08 07 85 91,president@nimesautoretro.org,http://www.nimesautoretro.org
AUTOMOBILES ANCIENNES DE L'INDRE,36000 Chateauroux,,,clubaai36@hotmail.com,https://www.clubaai.fr
CLASSIC MOTO CELLOIS,79370 Celles-sur-Belle,,,classic.moto.cellois@orange.fr,http://www.musee-motos-cellessurbelle.fr/classic-moto-cellois/
CALMONT SPORT ET MECANIQUE,31560 Calmont,,06 09 33 26 48,info@csm31.fr,http://www.csm31.fr
ALPINE & RENAULT SPORT DU HAUT MÂCONNAIS,71260 Azé,,03 85 33 30 74,contact@arshm.fr,http://www.arshm.fr
RÉTRO AUTO MOTO SAINT-SAUVES,63950 Saint-Sauves,,04 73 81 18 49,guy.clamadieu@wanadoo.fr,
C.A.R. BORDEAUX,33370 Artigues,,06 81 07 39 57,phillippejonquet@orange.fr,http://clubrenaultbordeaux.free.fr
LÉ SNYULE DE LA VALLÉE VERTE,74420 Saint-André,,04 50 39 59 41,gilbert.menoud@wanadoo.fr,http://snyuleautoretro.pagesperso-orange.fr
OCTANE 99,39000 Lons-Le-Saunier,,03 84 44 21 50,octane99@wanadoo.fr,http://www.octane-99.com
LES CHEVRONS D'ALSACE LORRAINE,67540 Ostwald,,06 82 40 22 31,president@cal-asso.org,https://www.facebook.com/ChevronsAlsaceLorraine
AUTO RACING RHÔNE ALPES,69690 Saint-Julien-sur-Bibost,,06 65 50 19 87,autoracingrhonealpes@gmail.com,http://autoracing-rhonesalpes.esy.es
VESPA CLUB DE SAVOIE,74960 Annecy,,06 76 34 51 13,vespaclubsavoie@gmail.com,http://www.vespa-des-savoie.com
MELGUEIL AUTO RETRO,34130 Mauguio,,06 19 77 11 57,melgueilautoretro@gmail.com,https://www.facebook.com/Melgueil-Auto-Retro-161007967599759
HAINAUT AUTO COLLECTION,59991 Saultain,,03 27 49 10 84,bernard.an@orange.fr,http://hainaut-auto-collection.e-monsite.com
DS CLUB REVOLUTION 55,77570 Villeparisis,,06 01 81 38 48,contact@dsclubrevolution55.fr,http://www.dsclubrevolution55.fr
ASPHALTE CLASSIC,62290 Noeux-les-Mines,,07 67 76 56 83,asphalteclassic@gmail.com,https://www.facebook.com/Asphalte-Classic-864600653637095/
CONSERVATION VEHICULE MILITAIRE COLLECTION CANTAL,15000 Aurillac,,04 71 48 21 65,cpicard15@hotmail.fr,
TEAM SAINT MONTANAIS,07220 Saint-Montan,,0685660838,paillot-patrick@hotmail.fr,http://www.teamsaintmontanais.fr
VW SCHOOL BELGIUM,,,,Vw.School.Belgium@gmail.com,
NOSTALGIE AUTO PASSION,65220 Trie-sur-Baïse,,06 03 44 15 95,nostalgieautopassion65@hotmail.com,
2CV CLUB PONTOIS,17800 Mazerolles,,06 70 31 06 94,2cv.clubpontois@gmail.com,
DOUBLE DEBRAYAGE PICTAVE,86280 Saint-Benoît,,06 71 37 47 64,club.ddp86@gmail.com,http://www.ddp86.fr
