nom,adresse,telephone,email,representant,site,source
CLUB DES AMATEURS NON CONFORMISTES DE LA RÉGION ÉCOLE - CANCRE,77123 Le Vaudoué - France,06 25 88 79 92,xaviergend77@yahoo.fr,Pdt : Xavier Nicolas ; Vice-Pdt : Luc Serva ; Trés. : Chantal Calmy ; Trés. adj. : Myriam Mahe ; Secrét. : Hélène Trani ; Secrét. adj. : Laurence Nadel,https://cancre.asso-web.com,lva-auto
CLUB DES AMIS DE L'AUTOMOBILE ANCIENNE BOURGUIGNONNE,21170 Trouhans - France,03 80 32 92 11,,,,lva-auto
CLUB DES AMIS DE LA 2 CV,87700 Saint-Martin-le-Vieux - France,07 85 84 00 03,contact@clubamis2cv.org,Pdt : Thierry Jouanny ; Secrét. : Marcel Piest ; Trés : Denis Chaput,http://www.clubdesamisdela2cv.com,lva-auto
CLUB DES AMIS DE LA 2 CV - ANTENNE FOREZ VELAY LYONNAIS,42330 Saint-Médard-en-Forez - France,06 08 01 87 56,yves.lauranson@gmail.com,"Animateurs d'antennes : Yves Lauranson, Jean-François Demore et Bruno Simon",http://www.clubdesamisdela2cv.com,lva-auto
CLUB DES AMIS DE LA 2 CV - ANTENNE LANGUEDOC-ROUSSILLON,34570 Vailhauquès - France,06 76 91 84 05,kaly2cv@gmail.com,,http://www.clubdesamisdela2cv.com,lva-auto
CLUB DES AMIS DE LA 2 CV - ANTENNE LIMOUSIN,87260 Saint-Paul - France,05 55 09 72 98,jl.degeorges@free.fr,Resp. : Jean-Luc Degeorges,http://www.clubdesamisdela2cv.com,lva-auto
CLUB DES AMIS DE LA 2 CV - ANTENNE MIDI-PYRÉNÉES,82000 Montauban - France,05 63 67 82 15,odid.magne@wanadoo.fr,Pdt : Didier Magne,,lva-auto
CLUB DES AMIS DE LA 2 CV - ANTENNE NORMANDIE,61100 Cerisy-Belle-Étoile - France,06 86 90 74 21,olivierbienfait@aol.com,Resp. antenne : Olivier Bienfait,http://www.clubdesamisdela2cv.com,lva-auto
CLUB DES AMIS DE LA 2 CV - ANTENNE TOURAINE,37150 La Croix-en-Touraine - France,06 13 01 24 69,guy37.fauconnier@laposte.net,Resp. : Guy Fauconnier,http://www.clubdesamisdela2cv.com,lva-auto
CLUB DES ANCIENNES AUTOMOBILES HISPANO-SUIZA,78750 Mareil-Marly - France,06 46 28 37 71,jean.badre@orange.fr,Pdt : Modeste Trenin ; Trés. : Marc Veilly ; Secrét. : Jean Badré,,lva-auto
CLUB DES ANCIENNES AUTOMOBILES VAROISES - CAAV,83200 Toulon - France,07 67 48 14 49,secretariat@lecaav.com,Pdt : Jean-Louis Clavareau ; Trés. : René Krumeich ; Trés. adj. : Michèle Cuissard ; Secrét. : Anne-Sophie Junne,http://www.lecaav.com,lva-auto
CLUB DES ANCIENNES DU GABARDAN AUTO-MOTO,40310 Gabarret - France,05 58 44 36 48,anciennesdu-gabardan@orange.fr,Pdt : Patrice Nalis ; Vice-Pdt : Thierry Cassagne ; Trés. : Patrice Lartigue ; Secrét. : Stella Léon,,lva-auto
CLUB DES ANCIENNES-CHAROLAIS-ARROUX-MORVAN,71320 Toulon-sur-Arroux - France,06 08 68 32 57,daniel.gouvier@wanadoo.fr,Pdt : Daniel Gouvier ; Trés. : Jean-Claude Milleret ; Secrét. : Jacques Renneson,,lva-auto
CLUB DES AUTOMOBILES ANCIENNES DE L'INDRE - AAI,36000 Châteauroux - France,,clubaai36@hotmail.com,Pdt d'honneur : Jacques Bauché ; Pdt : Dominique Picot ; Trés. : Pascal Tissier ; Secrét. : Jean-Maurice Pineau ; Org. Rétroberry : Denis Langlois (bourse d'échanges),https://www.clubaai.fr/,lva-auto
CLUB DES AUTOMOBILES MARCADIER,69780 Mions - France,04 94 32 41 93,club.marcadier@orange.fr,Pdt : Richard Montegrandi ; Trés : François Durupthy,http://www.marcadier.club,lva-auto
CLUB DES AUTOMOBILES SOVAM,79000 Niort - France,06 85 42 71 80,retroclubsovam@laposte.net,Pdt : Philippe Berneux ; Trés. Maurice Berneux ; Secrét. : Odile Gilbert et Jean Breton,,lva-auto
CLUB DES MODÉLISTES FERROVIAIRES DU LIMOUSIN,87100 Limoges - France,05 55 77 26 65,,Pdt : Jean-René Malivert,,lva-auto
CLUB DES PASSIONNÉS DE MAQUETTES - CPM 13-18,18230 Saint-Doulchard - France,06 12 52 35 94,jfrecord13@gmail.com,Pdt : Jean-François Gagnage,,lva-auto
CLUB DES PÉTARELS BITERROIS,34500 Béziers - France,,,Pdt : Emmanuel Lusinchi ; Vice-Pdt : Gérard Vidal ; Trés. : Georges Morera,,lva-auto
CLUB DES TACOTS MIREBALAIS,86110 Mirebeau - France,05 49 50 98 59,bernard.royer53@sfr.fr,Pdt : Bernard Royer ; Vice-Pdt : Jean-Jacques Bodin ; Trés. et Secrét. : Claudette Royer,http://club des tacots mirebalais chez Google+,lva-auto
CLUB DES TEUF-TEUF - VETERAN CAR CLUB DE FRANCE,53440 Aron - France,06 36 01 12 65,teufteuf.vccf@gmail.com,Pdt : Thierry Bergue ; Vice-Pdt : Pierre-Jean Desfosse ; Secrét. : Bernard Dumas ; Trés. : Pascal Le Poder,http://www.teufteuf-vccf.org,lva-auto
CLUB DES TRACTIONS AVANT DE BRETAGNE,35520 Montreuil-le-Gast - France,06 89 30 68 14,gdominic@orange.fr,Pdt : Thierry Roullier ; Trés. : François Marc ; Secrét. : Dominique Guégan,http://club-traction-avant-bretagne.fr,lva-auto
CLUB DES TRACTIONS ET VÉHICULES D'ÉPOQUE,30200 Sabran - France,04 66 89 03 17,jdumas4@wanadoo.fr,Pdt : Julien Dumas ; Vice-Pdt : Serge Conbin ; Trés. : Guy Parrou ; Secrét. : Pascale Roques,,lva-auto
CLUB DES VIEILLES ROUES CHARENTAISES,16000 Angoulême - France,06 65 54 04 04,tricochemichel@gmail.com,Pdt : Michel Tricoche ; Vice-Pdt fondateur : Pierre Péquin ; Vice-Pdt : Francis Roche ; Trés. : MC Debever ; Secrét. : Pascaline Péquin,,lva-auto
CLUB DES VIEUX VOLANTS BERNAYENS,27300 Bernay - France,02 32 46 29 46,clubvvb@orange.fr,Pdt : Michel Lenoir ; Vice-Pdt : Michel Marc ; Secrét. : Corine Hayer ; Trés. : Alain Gosselin,http://www.vieux-volants-bernayens.info,lva-auto
CLUB DES VIEUX VOLANTS DU COMMINGES,31420 Alan - France,05 61 97 20 29,cvvc-alan@outlook.com,Pdt : Ginette Bouffartigues,http://cvvc31.wixsite.com/monsite,lva-auto
CLUB DES VIEUX VOLANTS FRANC-COMTOIS,25600 Sochaux - France,06 64 90 32 21,jeanluctissot90@gmail.com,Pdt : Jean-Luc Tissot ; Trés. : Christian Huck ; Secrét. : Monique Merique,,lva-auto
CLUB DINKY FRANCE,14079 Caen Cedex 5 - France,,clubdinkyfrance@gmail.com,,,lva-auto
CLUB DKW FRANCE,56600 Lanester - France,07 68 91 25 56,clubdkwfrance@free.fr,Pdt : Daniel Prettner ; Secrét. Christine Prettner,,lva-auto
CLUB DS ID CÔTE BASQUE,64990 Lahonce - France,06 98 71 74 00,clubdsid-cotebasque@laposte.net,Pdt : Gérard Claverie ; Trés. : Gems Delman ; Secrét. : Alexandre De Grenier,,lva-auto
CLUB DU CHEVRON ET ANCIENNES DU PARC RÉGIONAL DU VEXIN,95520 Osny - France,06 31 51 65 97,clubduchevron@yahoo.fr,Pdt : Lionel De Becker ; Vice-Pdt : Alain Mathiotte ; Secrét. : Pascal Peltier ; Trés. : Armel Gautier ; Comm. et web : Patricia Gautier ; Relations publiques : Jean-Pierre Poudensan,http://www.cca-prv.com,lva-auto
CLUB DU LITTORAL AUTO MOTO SCOOTER - CLAMS,17450 Fouras - France,06 06 46 93 69,charles.beaufume@wanadoo.fr,Pdt : Charles Baufumé ; Trés. : Jean-Claude Hay ; Secrét. : Stéphane Joulin,,lva-auto
CLUB DU MAS DES LANCIA,83520 Roquebrune-sur-Argens - France,06 62 75 62 10,lemasdeslancia@wanadoo.fr,,http://www.toutespieceslancia.com,lva-auto
CLUB DYNAMO,44250 Saint-Brevin-les-Pins - France,06 75 45 75 13,raymondjournou@gmail.com,Pdt : Raymond Journou ; Trés. : Chantal Durand,http://www.clubdynamo.fr,lva-auto
CLUB EURO TRABI,92700 Colombes - France,01 47 81 90 87,trabant9@club-internet.fr,Pdt : Claude Martin ; Trés. : Florence Rapine,http://www.eurotrabi.com,lva-auto
CLUB EXCALIBUR EUROPE,28260 Saussay - France,06 05 03 56 20,club-excalibur-europe@hotmail.com,Pdt : René Buthion ; Vice-Pdte : Agnès Guerveno-Grietens ; Trés. : Yves Palbrois ; Trés. adj. : Daniel Azencot ; Secrét. : Martine Marion,http://www.club-excalibur-europe.com,lva-auto
CLUB FERGUSON-FRANCE,54121 Vandières - France,06 50 67 93 95,club.ferguson.france@orange.fr,,http://www.club-ferguson-france.fr,lva-auto
CLUB FERRARI FRANCE,92300 Levallois-Perret - France,06 74 48 40 81,info@clubferrarifrance.fr,,http://www.clubferrarifrance.fr,lva-auto
CLUB FIAT 500 ET DÉRIVÉS,51370 Saint-Brice-Courcelles - France,04 72 25 45 11,bureau@club-fiat-500.com,Pdt : Bruno Lacoste ; Trés. : Jean-Luc Nauroy ; Secrét. : Véronique Job ; Webmaster : Fabienne Grassin,http://www.club-fiat-500.com,lva-auto
CLUB FIAT 500 ET DÉRIVÉS RÉGION BRETAGNE,35430 Saint-Suliac - France,06 67 64 07 90,alain.rubel@bbox.Fr,,http://www.club-fiat-500.com,lva-auto
CLUB FIAT DE FRANCE,91480 Varennes-Jarcy - France,06 14 73 57 04,fiatgaston@orange.fr,Pdt : Michel Legendre ; Vice-Pdt : Jean-Jacques Pelletier ; Secrét. Gal : Dina Fouasse ; Trés. : Christine Fauvernier,http://clubfiatdefrance.free.fr/,lva-auto
CLUB FORD RS 80,38550 Auberives-sur-Varèze - France,04 74 79 90 89,papyford@hotmail.fr,Pdt : Jean-Paul Diassise,http://www.rs80.fr,lva-auto
CLUB FORMULE FORD KENT,76240 Bonsecours - France,06 11 74 23 09,kozykent@formulaford1600.fr,Pdt : M. Kozyreff ; Trés : G. Tomsen ; Secrét. : J.-J. Vaissière,http://www.formulaford1600.fr,lva-auto
CLUB FORMULES DE FRANCE,91510 Lardy - France,06 14 40 57 94,bernard.phil91@free.fr,Pdt d'honneur : Alain Serpaggi ; Pdt : Francis Adamski ; Trés. : Philippe Bernard ; Secrét. : Philippe Boisson,,lva-auto
CLUB FOUGÈRES FORMULE 2 CV - FF2,35300 Fougères - France,06 11 53 19 79,club.ff2@gmail.com,Pdt : Daniel Blanchet,,lva-auto
CLUB FRANCE-HAFLINGER,04230 Saint-Étienne-les-Orgues - France,04 92 73 10 37,france.haflinger@neuf.fr,,,lva-auto
CLUB GEORGES IRAT - LA VOITURE DE L'ÉLITE,10700 Arcis-sur-Aube - France,06 74 70 02 01,giratclub@gmail.com,"Pdt : Christophe Lacroix ; Vice-Pdt : Michel Piat ; Trés. : Alexandre Gorriz ; Secrét. : Odile Wildeocher ; Resp. pièces détachées : jean-Jacques Hervier ; Membres : Georges Garde, Daniel Paleni et Philippe Galmiche",http://www.clubgeorgesirat.fr,lva-auto
CLUB GOLF GTI SÉRIE 1,44800 Saint-Herblain - France,06 82 66 11 24,clubgolfgtiserie1@gmail.com,Pdt : Olivier Guihard ; Vice-Pdt : Thierry Djennetian ; Trés. : Alain Bohn ; Secrét. : Jerome Goeller ; Rédact. : Alain Flecher ; Chargé de communication : Christophe Bourgeois ; Resp. Boutique : Dominique Jouas ; Resp. Webmaster : Bertrand Nicou,http://www.clubgolfgtiserie1.com,lva-auto
CLUB GRANDES SORTIES DE FRANCE,33380 Mios - France,06 80 12 64 53,contact@grandessortiesdefrance.fr,Pdt : Alain Abadi ; Trés. : Ariane Abadi ; Secrét. : Pascale Abadi,http://www.grandessortiesdefrance.fr,lva-auto
CLUB GS,62000 Arras - France,03 21 15 47 69,,,http://www.gs-gsa.org,lva-auto
CLUB HEALEY FRANCE,75016 Paris - France,06 82 84 84 89,secretariatclubhealey@gmail.com,Pdt : Jean-Luc Serreau ; Vice-Pdt et Resp. des régions : Alain Coulon ; Trés. : Jean-François Giraud ; Secrét. : Dominique Serreau,http://www.club-healey.com,lva-auto
CLUB HONDA CLASSIC FRANCE,01430 Ceignes - France,06 81 60 51 96,info-chc@orange.fr,Pdt : Philippe Lalanne ; Vice-Pdt : Edmond Savelli ; Trés. : Romain Farands ; Secrét. : Frédéric Lalanne ; Relation presse : Edmond Savelli,http://club-honda-classic.fr/,lva-auto
CLUB HONDA SNZ FRANCE,77230 Dammartin-en-Goële - France,06 84 61 54 84,contact@clubhondasnz.fr,Pdt : Gilles Martin ; Trés. : Anne-Marie Bolze ; Secrét. : Dominique Lambert,http://www.clubhondasnz.fr,lva-auto
CLUB HOTCHKISS,33000 Bordeaux - France,06 74 40 57 00,contact@club-hotchkiss.fr,Pdt : Bertrand Garrigues ; Vice-Pdts : Jean-Paul Boussière ; Trés. : Mme Marchandin ; Secrét. : Jean-Jacques Chaumeton ; Conseiller historique : Marc-Antoine Colin,http://www.club-hotchkiss.fr,lva-auto
CLUB IDÉALE DS RHÔNES-ALPES,01600 Reyrieux - France,06 85 71 75 76,idealedsrhonealpes@gmail.com,Co-Pdts : Daniel Ecochard et Roland Pupier ; Trés : Roland Pupier ; Secrét. : Pascal Tassou,http://www.ideale-ds.com/rhone-alpes,lva-auto
CLUB INTERNATIONAL DES VÉHICULES MILITAIRES ANCIENS COUDEKERQUOIS,59210 Coudekerque-Branche - France,,,,,lva-auto
CLUB JAG 31,31700 Cornebarrieu - France,06 08 63 16 84,christiansaez3133@gmail.com,Pdt : Christian Saez ; Vice-Pdt : Olivier Marie ; Trés. : Valérie Boucourt ; Secrét. : Chantal Seib-Taupin,http://www.clubjag31.com,lva-auto
CLUB JP4 CAR SYSTÈME HISTORIC,35600 Redon - France,06 61 10 94 53,rva.jp4etautres@gmail.com,Pdt : Jérôme Danaire ; Trés. : Marie-Annick Terrienne,http://www.clubjp4.fr/liens-amis/liens-youtube-sur-la-jp4-la-4l.html,lva-auto
CLUB JURASSIEN DE VÉHICULES D'ÉPOQUE LONS-LE-SAUNIER - CJVE,39000 Lons-le-Saunier - France,06 81 23 46 95,club-contact@cjve.fr,Co-Pdts : André Perrier et Jacky Paget ; Trés. : R. Routhier ; Secrét. : Marie-Claude Dauvergne,http://www.cjve.fr,lva-auto
CLUB KARMANN-GHIA DE FRANCE,26500 Bourg-lès-Valence - France,04 75 83 13 03,infos@club-karmann-ghia-france.fr,,,lva-auto
CLUB KITCARS BASE 2CV & DÉRIVÉS,06580 Pégomas - France,06 11 68 50 71,kbd2cv@gmail.com,"Pdt : Pierre Dedenys ; Trés. : Ãtienne Delronche ; Secrét. : Dominique Feron et Olivier Loridan ; Web : Silviu Herschi ; Conseillers tech. : Yonel Clabaut, Francis Coudriet, Dominique Feron, Denis Schira, François Patoor, Bernard Pruvost, et Thie",http://www.kbd2cv.eu,lva-auto
CLUB L. ROSENGART FRANCE,16710 Saint-Yrieix-sur-Charente - France,05 45 92 12 23,serge.savary6@orange.fr,Pdt : Serge Savary ; Vice-Pdte : Françoise Samson ; Trés. : Maurice Duss ; Secrét. : Simone Jacquinot et Michel Chazalviel,http://www.club-l-rosengart-france.com,lva-auto
CLUB LABÈGE CLASSIC,31670 Labège - France,06 79 35 93 38,contact@labegeclassic.fr,Pdt : Thierry Lugué ; Vice-Pdt : Philippe Franchina ; Trés. : Ãric Viollier ; Secrét. : Marc Longret,,lva-auto
CLUB LANZ BULLDOG DE FRANCE,28800 Bonneval - France,02 37 47 50 97,clublanzbulldog@orange.fr,Pdt : Laurent Touche ; Trés. : Victor Pichot,http://www.lanzbulldogfrance.com,lva-auto
CLUB LE CANCRE,76580 Le Trait - France,02 35 91 06 05,clublecancre@gmail.com,Pdt : André Luciani ; Vice-Pdt : Alain Blanchard ; Trés. : Jean Berthelot ; Secrét. : Philippe Gricourt,,lva-auto
CLUB LES VIELS'CHENÈVES,69770 Villechenève - France,06 07 95 32 90,bernard.chazelles@wanadoo.fr,,,lva-auto
CLUB LORRAINE-DIETRICH,36700 Châtillon-sur-Indre - France,02 54 38 78 72,,Pdt : Philippe Leroux,,lva-auto
CLUB LOTUS FRANCE,94270 Le Kremlin-Bicêtre - France,,contact@club-lotus.fr,Pdt : Sylvain Bouet ; Vice-Pdt Circuit : Christian Lassalle ; Vice-Pdt Classic : Pierre Dufour ; Vice-Pdt Tourisme : Patrick Méric ; Trés. : Marc Pronnier ; Secrét. : Pierre-Yves Le Meur,http://www.club-lotus.fr,lva-auto
CLUB MARTIN PASSION,44119 Treillière - France,,amaury427@aol.com,Pdt : Luc Amaury ; Trés. : Claude Roulin ; Secrét. : Cyril Leroy,,lva-auto
CLUB MASERATI FRANCE,92300 Levallois-Perret - France,06 73 99 53 07,contact@clubmaseratifrance.com,Pdt : Jean-François Blachette ; Vice-Pdt : Jean-François Brin ; Trés. : Jérôme Letuve ; Secrét. : Patrick Blondel,http://www.clubmaseratifrance.com,lva-auto
CLUB MATRA BMR,33450 Montussan - France,06 43 04 31 38,arnathanclaude@wanadoo.fr,Pdt : Claude Arnathan ; Trés. : Clarisse Bonjean ; Secrét. : Chantal Lunel,http://www.matra-bmr.com,lva-auto
CLUB MATRA FOREVER,83640 Saint-Zacharie - France,06 87 89 85 57,jeanpierrejubelin@gmail.com,Pdt : Jean-Pierre Jebelin ; Trés. : Pierre Font ; Secrét. : Roselyne Haguenier,http://www.matraforever.com,lva-auto
CLUB MATRA-PASSION,92140 Clamart - France,06 44 81 20 35,president@matra-passion.com,Pdt : Bernard Sanctorum ; Vice-Pdte : Jean-Luc Jourdan ; Trés. : Isabelle Bellier ; Secrét. : Claude Nilion,http://www.matra-passion.com,lva-auto
CLUB MÉCANIQUE DES BORDS DE L'AIN - CMBA,01160 Varambon - France,06 63 61 32 29,cmba01@free.fr,,https://fr-fr.facebook.com/CMBA-01-317626875008973/,lva-auto
CLUB MERCEDES-BENZ 190 SL,95290 L'Isle-Adam - France,06 84 98 78 69,club190slpresident@sfr.fr,Pdt : Laurent Genin,http://190sl-france.mercedes-benz-clubs.com,lva-auto
CLUB MERCEDES-BENZ DE FRANCE - SECTION RHÔNE-ALPES,69220 Belleville - France,06 12 32 96 75,clubmercedesbenzdefrance69@gmail.com,,http://mb-france.mercedes-benz-clubs.com,lva-auto
CLUB MERCEDES-BENZ FRANCE,95410 Groslay - France,06 03 81 56 09,clubmbf@gmail.com,Pdt : Bernard Boisseau ; Vice-Pdts : Arnaud Halley et Xavier Boutin : Trés. : Laurent Keller ; Secrét. : Marc Leclerc,https://mb-france.mercedes-benz-clubs.com/,lva-auto
CLUB MG SUD,30210 Remoulins - France,06 20 67 86 01,thirion.patrick34@orange.fr,Pdt : Yves Nicolas ; Secrét. : Martine Thirion ; Trés. : Christine Alonso,http://www.mgsud.sitew.com,lva-auto
CLUB MINI 66,66000 Perpignan - France,,clubmini66@orange.fr,Pdt : Julien Marzo ; Trés. : Christian Crucifix ; Secrét. : J.-P. Serra,,lva-auto
CLUB MINI FRANCE,94400 Vitry-sur-Seine - France,01 47 18 79 08,clubminifrance@gmail.com,Pdt : Yveline Prat ; Trés. : Christophe Billac ; Secrét. et Conseiller technique : Jean-Marc Prat ; Resp. bulletin : Marc Peresse ; Webmaster : Stéphane Heslot,http://www.clubminifrance.com,lva-auto
CLUB MODÉLISME FERROVIAIRE D'ALBENS,73410 Entrelacs - France,,cmfa73@hotmail.fr,Modélisme ferroviaire,,lva-auto
CLUB MULHOUSE 1/43,68051 Mulhouse Cedex - France,06 19 78 12 94,mulhouse43@orange.fr,Pdt : Frédéric Buzer ; Secrét. : Paul Muller,,lva-auto
CLUB NOSTALGIE PASSION AUTOS MOTOS 83,83120 Le Plan-de-la-Tour - France,06 66 57 58 74,cnpam83@gmail.com,Pdt : Jean-Michel Pellissier ; Vice-Pdt : Stéphane Ballandras ; Trés. : Valérie Ballandras ; Secrét. : Emmanuelle Bigeon,,lva-auto
CLUB NSU FRANCE,21800 Sennecey-lès-Dijon - France,03 80 47 03 84,daniel.lefol@yahoo.fr,Pdt : Daniel Lefol ; Trés. : Daniel Busson ; Secrét. : Antony Georgel ; Resp. communication : Jean-Pierre Sprengnether,,lva-auto
CLUB PANHARD ET LEVASSOR FRANCE,60870 Brenouille - France,03 44 70 10 55,contact@club-panhard-france.net,Pdt : Francis Stévy ; Trés. : Jean-Hervé Reul ; Secrét. : Josiane Carré,http://www.club-panhard-france.net,lva-auto
CLUB PANHARD ET LEVASSOR FRANCE - SECTION BOURGOGNE - FRANCHE-COMTÉ,21121 Étaules - France,06 63 59 06 63,goiset.bernard@wanadoo.fr,Resp. section : Bernard Goiset ; Resp. adj. : Michel Lachaux ; Secrét. : Jacques Domatti ; Trés. : Michel Leblond ; Resp. tech. : André Garnaux,http://www.club-panhard-france.net,lva-auto
CLUB PANHARD ET LEVASSOR FRANCE - SECTION BRETAGNE,56100 Lorient - France,02 97 83 25 92,panhard-56@hotmail.fr,,http://www.club-panhard-france.net,lva-auto
CLUB PANTHER FRANCE,95320 Saint-Leu-la-Forêt - France,06 80 78 51 98,club.panther.france@gmail.com,Pdt : Pierre Jeandaux ; Trés. : Guy Moulin ; Secrét. : Pierre Arnal,http://www.clubpantherfrance.fr,lva-auto
CLUB PASSION MÉCANIQUE DOMONT - CPMD,95460 Ézanville - France,06 15 01 63 91,cpmd95330@sfr.fr,Pdt : François Régnier,,lva-auto
CLUB PASSION SAAB,91600 Savigny-sur-Orge - France,07 81 33 33 20,passion.saab@gmail.com,Pdt : Yves Moulin ; Trés. : Yves Moulin ; Secrét. : André Courtiade ; Secrét. adj. : Jean-Philippe Vaysse,http://www.club-passion-saab.fr,lva-auto
CLUB PEUGEOT 403 CABRIOLET,94370 Sucy-en-Brie - France,06 95 88 90 29,club403cab@orange.fr,Pdts d'honneur : Yves Bavouzet et Michel Lemoine ; Pdt : Christophe Marcaud ; Trés. et Secrét. : Yves Moreau ; Secrét. adj. : Bernard Bos ; Webmaster : Roland Micouin,http://www.club403cabriolet.fr,lva-auto
CLUB PEUGEOT 403-203 FRANC-COMTOISES,70230 Filain - France,06 20 62 81 39,club403@laposte.net,Pdt : Denis Pagnier ; Vice-Pdt : Olivier Galli ; Trés. et Secrét. : Christine Pagnier,http://www.club403.fr,lva-auto
CLUB PORSCHE 914 FRANCE,85180 Les Sables-d'Olonne - France,,contact@914-porscheclub.fr,Pdt : Renaud Lechalier,http://www.914-porscheclub.fr,lva-auto
CLUB R5 ALPINE TURBO,88300 Neufchâteau - France,06 99 03 39 66,infos@clubr5.com,Pdt : Arnaud Witz ; Vice-Pdt : Vincent Gutierrez ; Trés. : Hubert Gougeon ; Secrét. : Arnaud Witz ; Administrateurs : Pascal Theis et Fabien Boboeuf,http://www.clubr5.forumpro.fr,lva-auto
CLUB RENAULT 21 FRANCE,76920 Amfreville-la-Mi-Voie - France,06 72 11 54 84,clubrenault21france@gmail.com,Pdt : Cédric Dagois ; Vice-Pdt : Yoann Gouvernel ; Secrét. : Steeve Lecoq,http://www.renault21.fr,lva-auto
CLUB RENAULT 21 PASSION,77540 Lumigny-Nesles-Ormeaux - France,06 60 45 60 04,club-renault21passion@outlook.fr,Pdt : Claude Ferrand ; Trés. : Tristan Costeroste,http://www.club-renault21passion.fr,lva-auto
CLUB RENAULT 25 FRANÇAIS,35370 Brielles - France,06 66 33 83 96,president@renault25.com,Pdt : Willy Boulivet ; Trés. : Yohann Begouin ; Trés. adj. : Sylvie Begouin ; Secrét. : Pascal Vautier ; Secrét. adj. : Ludovic Berthelot,http://www.renault25.com,lva-auto
CLUB RENÉ BONNET ET MATRA SPORTS,58640 Varennes-Vauzelles - France,,,Pdt : Delphine Humbert ; Trés. : Anthony Poupon ; Secrét. : Isabelle Cresiel,http://www.djet-rbms.fr,lva-auto
CLUB RÉTR'AUTO DU GTINAIS,45220 Saint-Germain-des-Prés - France,06 13 62 30 99,retrautodugatinais@gmail.com,Pdt : Ludovic Barré ; Vice-Pdt : Thierry Matté ; Secrét. : Jean-Louis Masson ; membre du bureau : Jean-Louis Bedu,,lva-auto
CLUB RÉTRO AUTO CATALOGNE 66 - CRAC 66,66110 Amélie-les-Bains-Palalda - France,07 86 12 25 98,gerard@pouzens.com,Pdt : Gérard Pouzens ; Trés. : Jean Sedano,https://sites.google.com/site/crac66/,lva-auto
CLUB RÉTRO AUTOMOBILE BRAYON - CRAB,27150 Étrépagny - France,06 08 84 22 66,denis.greaume@wanadoo.fr,Pdt : Denis Gréaume ; Vice-Pdt : Jean de Craene ; Trés. : Dominique Vallet ; Secrét. : Patrick Harmand ; Webmaster : Stéphane De Carli,http://crab-anciennes.fr,lva-auto
CLUB RÉTRO FORTERRE,89560 Taingy - France,03 86 41 98 75,,Pdt : Yannick Besson ; Trés. : Corinne Marcarino ; Secrét. : Claire Delrieu,https://fr-fr.facebook.com/ClubRetroForterre/,lva-auto
CLUB RÉTRO JURA BRESSE - CRJB,39140 Bletterans - France,06 33 13 19 64,asso.crjb@gmail.com,Pdts : Bernard Gauthier et Pascal Vadrot ; Trés. : Gilles Pargaud ; Secrét. : Nicole Ravussin,http://www.vehicule-epoque-jura.org,lva-auto
CLUB RÉTRO MÉCANIQUE JARDIN,38200 Jardin - France,06 82 68 19 90,jpmollin@hotmail.fr,Pdt : Jean-Paul Mollin ; Trés. : Serge Galichet ; Secrét. : Jean-Claude Terrat,http://www.retromecaniquejardin.e-monsite.com,lva-auto
CLUB RÉTRO MOBILE DU BAS ARMAGNAC - CRBA,32240 Estang - France,06 06 89 56 25,crba.estang@gmail.com,Pdt : Matthieu Michot ; Trés. : Jean Ballarin ; Secrét. : Chantal Leray,,lva-auto
