id,nom,adresse,telephone,email,bureau,site_internet,lien
C255,CHEVROLET CORVAIR CLUB,91410 Les Granges-le-Roi - France,01 64 59 96 99,paul.dupuis-philiponnet@neuf.fr,Pdt : Paul Dupuis-Philipponnet ; Vice-Pdt : Cyrille Dupuis-Philipponnet ; Trés. : Thierry Marie ; Webmaster : Thierry Laforêt,http://www.corvairfrance.free.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C255&idCategorie=C
C2463,CHEVRONS ET VIEUX CHROMES EN BOURBONNAIS - CVCB,03110 Saint-Rémy-en-Rollat - France,06 07 79 34 97,asiebert@free.fr,Pdt : Marcel Siebert ; Trés. : Michel Pezon ; Secrét. : Annie Siebert,http://www.cvcb03.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2463&idCategorie=C
C107,CHEVRONS SANS FRONTIÈRES,57570 Cattenom - France,03 82 55 45 34,chevronssansfrontieres@orange.fr,Pdt : Victor Isabelinho,,https://www.lva-auto.fr/annuaire.detail.php?id=C107&idCategorie=C
C2094,CHROME ET CALANDRES,80300 Albert - France,,chromeetcalandres@gmail.com,Pdt : Jean-Marc Cuvillier ; Trés. : Franck Parmentier ; Secrét. : Ellen Cuvillier,,https://www.lva-auto.fr/annuaire.detail.php?id=C2094&idCategorie=C
C2550,CHRONO SPORT BUGEY,01500 Ambérieu-en-Bugey - France,06 58 41 03 12,philippe.raymond69680@gmail.com,Pdt : Philippe Raymond ; Trés. : Florian Raymond ; Secrét. : Jocelyne Raymond,,https://www.lva-auto.fr/annuaire.detail.php?id=C2550&idCategorie=C
C1155,CHRYSLER FRANCE CLUB,38140 Apprieu - France,06 19 29 88 54,,Pdt : Gérard Vignon,http://club-simca-chrysler.e-monsite.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1155&idCategorie=C
C1543,CIRCUIT HISTORIQUE DE LAON ET DE L'AISNE EN HAUTS-DE-FRANCE,02000 Laon - France,03 23 79 83 58,circuit-historique-laon@orange.fr,Pdt : Jean-Louis Chêne ; Vice-Pdt : Philippe Venet ; Trés. : Yves Scudeller ; Secrét. : Danièle Jurion,http://www.circuit-historique-laon.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1543&idCategorie=C
C1245,CIRCUITS ROUTIERS,47600 Nérac - France,01 47 78 73 47,cr.espinasse@wanadoo.fr,,http://www.circuits-routiers.asso.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1245&idCategorie=C
C2478,CITRO-ËN-CAUX,76210 Beuzeville-la-Grenier - France,06 60 88 71 63,citroencaux@gmail.com,Pdt : Gilles Maillard ; Vice-Pdt : Romain Fleuret ; Secrét. : Mickaël Touchard ; Trés. : Marie-Pierre Devresse,,https://www.lva-auto.fr/annuaire.detail.php?id=C2478&idCategorie=C
C1111,CITROËN BX CLUB EUROPE,57700 Hayange - France,06 62 57 21 56,cbxc@free.fr,Pdt : Ãric Béjot ; Trés. : Gilles Opstal,http://www.bxclub.online.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1111&idCategorie=C
C1135,CITROËN CLUB DES GONES,69890 La Tour-de-Salvagny - France,04 26 65 32 45,,contact : Michel Grilliet,,https://www.lva-auto.fr/annuaire.detail.php?id=C1135&idCategorie=C
C340,CITROËN CLUB DU LIEUVIN,27560 Lieurey - France,02 32 42 37 55,jean-claude.testu0286@orange.fr,Pdt : Jean-Claude Testu ; Trés. : Danielle Testu ; Secrét. : Michèle Queval,,https://www.lva-auto.fr/annuaire.detail.php?id=C340&idCategorie=C
C259,CITROËN CLUB DU PERCHE,61340 Saint-Pierre-la-Bruyère - France,06 89 80 28 31,citroenclubduperche@free.fr,Pdt : Didier Blin ; Trés. : Didier Degoul ; Secrét. : Francis Moulin,http://citroenclubduperche.free.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C259&idCategorie=C
C2165,CITROËN DYANE CLUB DE FRANCE,12000 Rodez - France,06 08 11 26 70,contact@dyaneclub.fr,Pdt : Philippe Marion ; Vice-Pdt : Jean-Claude Percheron ; Trés. : Philippe Grandet ; Secrét. : Soizic Chairon,http://dyaneclub.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2165&idCategorie=C
C302,CITROËN MANIA CLUB,59360 Saint-Benin - France,06 81 87 13 10,freddy.tournay@wanadoo.fr,Pdt : Freddy Tournay ; Secrét. et Trés. : Alain Mariage,,https://www.lva-auto.fr/annuaire.detail.php?id=C302&idCategorie=C
C260,CITROËN MASERATI CLUB AUTOMOBILE,44240 La Chapelle-sur-Erdre - France,06 60 51 04 04,fxrambaud44@gmail.com,Pdt : François-Xavier Rambaud ; Secrét. : Jo Godin,http://www.clubcitroenmaseratidenantes.fr/,https://www.lva-auto.fr/annuaire.detail.php?id=C260&idCategorie=C
C2304,CITROMINI,72100 Le Mans - France,,secretariat@citromini.fr,Pdt : Alain Bardo-Dumercy ; Trés. : Yves Gaveau ; Secrét. : Sébastien Provost,http://www.citromini.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2304&idCategorie=C
C2010,CITROSCOPE,59184 Sainghin-en-Weppes - France,06 81 39 84 12,emilegossart@free.fr,Pdt : Emile Gossart ; Vice-Pdt : Freddy Tournay ; Trés. : Charlie Lepot ; Secrét. : Bernard Poulain,,https://www.lva-auto.fr/annuaire.detail.php?id=C2010&idCategorie=C
C2588,CLASSIC AUTO PYRÉNÉES,65000 Tarbes - France,06 86 85 10 85,classicautopyrenees@gmail.com,Co-Pdtes : Colette Aguirre et Cathy Florins ; Trés. : Marcel Bearn ; Secrét. : Sabine Clarens ; Secrét. adj. : Ãric Siosse ; Relations publiques : Jean-Louis Fourcade,https://www.classicautopyrenees.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2588&idCategorie=C
C2621,CLASSIC CAR CLUB OF MORBIHAN,56250 Sulniac - France,06 31 34 39 75,classiccarclubmorbihan@gmail.com,Pdt : Robert Briddon ; Secrét. : Norman Clark,,https://www.lva-auto.fr/annuaire.detail.php?id=C2621&idCategorie=C
C264,CLASSIC CAR DE LA CÔTE D'AMOUR,44500 La Baule - France,02 40 24 04 04,jean.thobie@orange.fr,Pdt : Jean Thobie ; Trés. : Jean-Luc Mahé ; Secrét. : Brigitte Hamon,,https://www.lva-auto.fr/annuaire.detail.php?id=C264&idCategorie=C
C1030,CLASSIC ET RACING 901 ATLANTIQUE,44360 Le Temple-de-Bretagne - France,02 40 57 06 23,racing901atl.44@gmail.com,Pdt : Michel Brzezinski ; Vice-Pdt : Gildas Dupuis ; Trés. : Yannick Piljean ; Secrét. : M. Dupuis,http://www.racing901atlantique.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1030&idCategorie=C
C1650,CLASSIC RALLY,67000 Strasbourg - France,07 86 33 39 15,info@classicrally.fr,,http://www.classicrally.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1650&idCategorie=C
C1673,CLASSIC SUNBEAM ET ROOTES DE FRANCE,84820 Visan - France,07 68 81 66 27,classicsunbeamrf@gmail.com,Pdt : Jean-Louis Fournier ; Vice-Pdt : Jean-Luc Lollierou ; Secrét. : Patrick Mareau ; Trés. : Alain Dubuis ; Webmaster : Andrew Webb,http://classic-sunbeam--rootes-de-france-66.webselfsite.net/,https://www.lva-auto.fr/annuaire.detail.php?id=C1673&idCategorie=C
C2331,CLASSIC VW CATALAN,66000 Perpignan - France,04 68 54 70 92,classicvwcatalan@free.fr,Pdt : Thierry Felices ; Trés. : Marie-Laure Hébrard ; Secrét. : Olivier Manet,http://classic-vw-catalan.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2331&idCategorie=C
C300,CLUB 01,57420 Cheminot - France,03 29 80 69 07,leclub01@gmail.com,Pdt : Jean-Marc Faivre ; Vice-Pdt : Michel Thiry ; Trés. : Jean-Claude Lapeyre ; Secrét. : Francine Thiry ; Secrét. adj. : Michel Verdier,http://www.club01.eu,https://www.lva-auto.fr/annuaire.detail.php?id=C300&idCategorie=C
C930,CLUB 104 PEUGEOT,64260 Lys - France,06 83 55 22 58,club104peugeot@gmail.com,Pdt : Laurent Jungas ; Vice-Pdt : Dominique Anile ; Trés : Philippe Moreau ; Secrét. : Jean-François Boutary ; Resp. pièces détachées : Francis Gerveaux ; Webmaster : Léo Bottin,,https://www.lva-auto.fr/annuaire.detail.php?id=C930&idCategorie=C
C2163,CLUB 2 CV PROVENCE,13008 Marseille - France,06 27 07 77 01,club2cvprovence@gmail.com,Pdte : Marie-Christine Bicais ; Secrét. : Véronique Roussel,,https://www.lva-auto.fr/annuaire.detail.php?id=C2163&idCategorie=C
C1757,CLUB 205 TURBO 16,88530 La Forge - France,06 85 20 05 53,info@club205turbo16.com,Pdt : Christophe,http://www.club205turbo16.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1757&idCategorie=C
C268,CLUB 24.34,06300 Nice - France,04 93 26 26 62,,A. Binda,,https://www.lva-auto.fr/annuaire.detail.php?id=C268&idCategorie=C
C269,CLUB 403,32450 Faget-Abbatial - France,06 80 96 62 96,contact@club403.org,Pdt : Gaël Chance ; Secrét. : Antoine Poliet,http://www.club403.org,https://www.lva-auto.fr/annuaire.detail.php?id=C269&idCategorie=C
C14,CLUB 604 INTERNATIONAL,71570 Romanèche-Thorins - France,03 45 30 45 17,studer.georges@orange.fr,Pdt : Georges Studer ; Vice-Pdt : Laurent Bougard ; Très. : Arnaud Blandin ; Secrét. : Fabrice Vandebrouck ; Secrét. adj. : Marc Bernardin ; Coordinateur Pièces : Jean-Claude Debaulieu ; Resp. Publication : Georges Studer ; Resp. Boutique : FranÃ,http://www.club604peugeot.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C14&idCategorie=C
C271,CLUB 71 DES VOITURES ANCIENNES,71100 Chalon-sur-Saône - France,06 08 87 83 43,richard.eric2@wanadoo.fr,Pdt : Ãric Richard ; Trés. : Jeanine Mars,http://www.club71va.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C271&idCategorie=C
C2469,CLUB 911 TYPE G,60126 Rivecourt - France,06 16 26 46 44,club@type911.org,Pdt : Arnaud Maillard ; Trés. : Pascaline Boulai ; Secrét. : Hervé Gallet,http://www.type911.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2469&idCategorie=C
C2148,CLUB 93-64,92100 Boulogne-Billancourt - France,06 09 65 03 88,info@club93-64.fr,Pdt : Hervé Daudé,http://club93-64.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2148&idCategorie=C
C1182,CLUB A310 PASSION,69500 Bron - France,06 09 41 92 16,a310passion69@gmail.com,Pdt : Patrick Monfray ; Trés. : Patrice Giraud ; Secrét. : Philippe Canelle,http://www.a310-passion.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1182&idCategorie=C
C1774,CLUB ABARTH FRANCE,21420 Savigny-lès-Beaune - France,03 80 21 55 03,contact@chateau-savigny.com,Pdt : Christophe Pont,http://www.chateau-savigny.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1774&idCategorie=C
C1075,CLUB ABC,54800 Jarny - France,03 82 22 93 08,,Pdt : Gilbert Destafanis ; Trés. : Dominique Drabinsky ; Secrét. : Nathalie Brion,,https://www.lva-auto.fr/annuaire.detail.php?id=C1075&idCategorie=C
C275,CLUB GE D'OR VÉHICULES ANCIENS DE PAU,64000 Pau - France,06 89 13 86 24,secretaire@caova64.fr,Pdt : Didier Claverie ; Trés. : Jean Bourdeu d'Aguerre ; Secrét. : Sylvie Grall,http://www.caova64.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C275&idCategorie=C
C2376,CLUB ALFA FRANCE SUD PASSION,46800 Barguelonne-en-Quercy - France,06 79 81 01 53,clubafsp@yahoo.com,Pdt : Frédéric Lauzes ; Secrét. : Sébastien Verzeni,http://www.alfafrancesudpassion.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2376&idCategorie=C
C2484,CLUB ALFA ROMEO CŒUR DE TRÈFLE - CARCT,67700 Ottersthal - France,07 68 11 03 30,contact@carct.club,Pdt : Fabrice Conin ; Trés. : Fernando Paiva ; Secrét. : Gwendoline Christ,http://www.carct.club,https://www.lva-auto.fr/annuaire.detail.php?id=C2484&idCategorie=C
C276,CLUB ALFA ROMEO DE FRANCE,78580 Maule - France,,clubalfaromeodefrance@gmail.com,Pdt : Thierry Fuchs ; Vice-Pdt : Yvon Durieux ; Trés. : Arnaud de Narbonne ; Secrét. : Christophe Damerval ; Boutique: Jean Richard,http://www.clubalfafrance.com,https://www.lva-auto.fr/annuaire.detail.php?id=C276&idCategorie=C
C2277,CLUB ALPINE CÔTE D'AZUR,06650 Le Rouret - France,06 62 81 88 92,alpinecotedazur@gmail.com,Pdt : Gilbert Chastel ; Vice-Pdt : Mathieu Petitgirard ; Trés. : Valérie Abba ; Secrét. : Jacques Andréis ; Rédacteur : Jean-Pierre Aubert,http://www.alpinecotedazur.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2277&idCategorie=C
C1527,CLUB ALPINE DIEPPE,76200 Dieppe - France,06 25 04 76 51,clubalpinedieppe@hotmail.com,Pdt : Didier Lemeunier ; 1er Vice-Pdt et Trés. : Pascal Petit ; 2e Vice-Pdt et Resp. actions caritatives : Gérard Hauchecorne ; Secrét. : Thierry Méricourt ; Secrét. adj. : Michèle Verneul ; Trés. adj. : Bernard Sauval,http://www.cadieppealpines.jimdo.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1527&idCategorie=C
C1270,CLUB ALPINE RENAULT SAINTE BAUME,83470 Saint-Maximin-la-Sainte-Baume - France,04 94 59 31 31,,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1270&idCategorie=C
C1222,CLUB ALPINE RENAULT SPORT-AUVERGNE,63510 Malintrat - France,06 13 49 54 12,alpine.rsa110@gmail.com,Pdt : Dominique Weber ; Trés. : Fabienne Bardy ; Secrét. : Carine Ponce ; Secrét. adj. : Jean Perrazi,http://alpine63.forumactif.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1222&idCategorie=C
C1754,CLUB AMATEURS MÉCANIQUES ANCIENNES ET SPORTIVES - CAMAS,38770 La Motte-d'Aveillans - France,06 87 83 13 74,club.camas@orange.fr,Pdt : Paolo Fontebasso,,https://www.lva-auto.fr/annuaire.detail.php?id=C1754&idCategorie=C
C2264,CLUB AMICAL DES ANCIENNES AUTOMOBILES AUDOMAROISES - C4A,62219 Longuenesse - France,06 21 19 53 59,secretariat.club.c4a@gmail.com,Pdt : Didier Boulet ; Vice-Pdt : Fabrice Delaviez ; Trés. : Micheline Doquoy ; Secrét. : Catherine Yansse,,https://www.lva-auto.fr/annuaire.detail.php?id=C2264&idCategorie=C
C2362,CLUB AMICALE LABOURIER,25640 Marchaux - France,06 80 10 63 70,scivre-et-cambouis@orange.fr,Pdt : Christian Arnaud ; Trés. : Michel Imbert ; Secrét. : Dominique Delaporte,,https://www.lva-auto.fr/annuaire.detail.php?id=C2362&idCategorie=C
C1315,CLUB ANCIENNES AUTOMOBILES CLUB DU LOIRET - CAACL,45000 Orléans - France,06 33 70 46 43,jeanpaulimbault@orange.fr,Pdt : Jean-François Pornin ; Vice-Pdt et Trés. : Jean-Paul Imbault ; Secrét. et webmestre : Daniel Bergeron,http://www.anciennes-automobile-club-loiret.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1315&idCategorie=C
C278,CLUB ANGEVIN DE VÉHICULES D'ÉPOQUE,49000 Angers - France,06 85 72 71 53,c.a.v.e@wanadoo.fr,Pdt : Dominique Lemoine,http://clubangevindevehiculesdepoque.e-monsite.com/,https://www.lva-auto.fr/annuaire.detail.php?id=C278&idCategorie=C
C1359,CLUB ARMORICAIN DE VÉHICULES ANGLAIS ET DE PRESTIGE - CAVAP,22680 Étables-sur-Mer - France,02 96 70 74 11,ydeparthenay@wanadoo.fr,Pdt : Yvon de Parthenay ; Trés. : Henri Bullier ; Secrét. : Marcel Leduc,http://www.club-cavap.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1359&idCategorie=C
C1361,CLUB ARMORICAIN DES VÉHICULES ANCIENS ET DE COLLECTION - CAVAC,56140 Malestroit - France,02 97 72 29 48,patricebinard@sfr.fr,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1361&idCategorie=C
C1521,CLUB ASAVA,02400 Étrépilly - France,03 23 69 40 79,club-asava@orange.fr,Pdt : P. Lemistre ; Trés. : Christian Alavoine ; Secrét. : J.-L. Estier,,https://www.lva-auto.fr/annuaire.detail.php?id=C1521&idCategorie=C
C280,CLUB ATALANTE,92400 Courbevoie - France,06 08 26 95 55,adebeaucaron@gmail.com,Pdt et Secrét. : Arnaud de Beaucaron,,https://www.lva-auto.fr/annuaire.detail.php?id=C280&idCategorie=C
C2047,CLUB AUSTIN-HEALEY CŒUR DE FRANCE,41000 Blois - France,,healey.coeurdefrance@gmail.com,Pdt : Louis Lavillat,http://www.Austin-HealeyCoeurdeFrance.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2047&idCategorie=C
C1590,CLUB AUTO LEGEND,31240 L'Union - France,06 62 27 65 14,jeseguin@orange.fr,Pdt : Jean-Claude Seguin ; Vice-Pdt : Dominique Ooghe ; Trés. : Roselyne Seguin ; Secrét. : Gilbert Biasoli ; Secrét. adj. : Gilbert Antic,,https://www.lva-auto.fr/annuaire.detail.php?id=C1590&idCategorie=C
C2125,CLUB AUTO LÉGEND AVANT-GUERRE,92350 Le Plessis-Robinson - France,01 46 30 37 03,contact@clubautolegend.fr,Pdt : Xavier Lebeuf ; Trés. : Patrice Louette ; Secrét. : Alain Raynaud,,https://www.lva-auto.fr/annuaire.detail.php?id=C2125&idCategorie=C
C2460,CLUB AUTO MINIATURE,27540 Ivry-la-Bataille - France,06 75 06 12 82,cam.ivry@free.fr,Contact : Hadj Kacem Chedly,,https://www.lva-auto.fr/annuaire.detail.php?id=C2460&idCategorie=C
C283,CLUB AUTO MOTO RÉTRO CHARTRES - CAMRC,28019 Chartres Cedex - France,06 81 14 74 25,camrc28@gmail.com,Pdt : Jean-Pierre Porte ; Vice-Pdt : Luigi Carluccio ; Trés. : Marie-Alice Porte ; Secrét. : Françoise Guy,http://www.camrc28.com,https://www.lva-auto.fr/annuaire.detail.php?id=C283&idCategorie=C
C691,CLUB AUTO NOSTALGIE 26,26210 Lapeyrouse-Mornay - France,06 03 32 00 61,,Pdt : Jean-Marie Chauchot ; Trés. : Jocelyne Denis ; Secrét. : Gilles Sarrazin,http://www.club-autonostalgie26.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C691&idCategorie=C
C285,CLUB AUTO RÉTRO 36,36140 Aigurande - France,06 07 41 10 00,alain-jardat@orange.fr,"Pdt : Jean-Marie Guillebaud ; Vice-Pdt : Alexandre Prevost ; Trés. : Michel Jouanneau ; Secrét. : Michelle Prevost ; Membres : Gérard Toury, Jacques Lathuile",,https://www.lva-auto.fr/annuaire.detail.php?id=C285&idCategorie=C
C286,CLUB AUTO RÉTRO DE L'ALBANAIS,74150 Rumilly - France,06 95 48 89 76,auto.retro.albanais@gmail.com,Pdt : Claude Hérisson ; Vice-Pdt : Daniel Grand ; Trés. : Christian Mugnier ; Secrét. : Françoise-Marie Buffet,http://autoretroalbanais.jimdo.com,https://www.lva-auto.fr/annuaire.detail.php?id=C286&idCategorie=C
C288,CLUB AUTO RÉTRO GAZO,67170 Bernolsheim - France,06 07 59 67 83,jeanlouismarty@orange.fr,,,https://www.lva-auto.fr/annuaire.detail.php?id=C288&idCategorie=C
C289,CLUB AUTO RÉTRO MIDI-PYRÉNÉES - CARMP,31770 Colomiers - France,06 03 31 05 16,carmp@wanadoo.fr,Pdt : Bruno Ros ; Vice-Pdt : Gérard Estienny ; Trés. : Luc Estienny ; Trés. adj. : Yannick Clavier ; Secrét. : Jean-Luc Savy ; Secrét. adj. : Michel Le Lait,http://www.carmp.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C289&idCategorie=C
C290,CLUB AUTO RÉTRO PASSION,60440 Nanteuil-le-Haudouin - France,07 82 23 89 42,carpvergnal@laposte.net,Pdt : Michel Vergnol,http://clubautoretropassion.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C290&idCategorie=C
C2530,CLUB AUTO RÉTRO TRACTEUR - C.A.R.T.,51290 Margerie-Hancourt - France,06 07 44 34 75,c.autoretrotracteur@gmail.com,Pdt : Maurice Brassart ; Trés. : Gilles Chaty ; Secrét. : Didier Gerardin,,https://www.lva-auto.fr/annuaire.detail.php?id=C2530&idCategorie=C
C174,CLUB AUTO RÉTRO VOSGIEN,88140 Contrexéville - France,06 09 05 45 99,carv@clubautoretrovosgien.com,Pdt : Claude Guillot ; Vice-Pdt : Patrick Poirier ; Trés. : Bernard Chal ; Secrét. : Janine Spreder,http://www.clubautoretrovosgien.com,https://www.lva-auto.fr/annuaire.detail.php?id=C174&idCategorie=C
C1313,CLUB AUTO SPORT GT,31100 Toulouse - France,06 33 36 68 61,thierryrouzaud@gmail.com,Pdt : Thierry Rouzaud,http://www.casgt.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1313&idCategorie=C
C402,CLUB AUTOMANIA 57,57320 Bouzonville - France,06 95 73 32 52,clubautomania57@gmail.com,Pdts : R. Champlon et M. Schwartz ; Trés. : M. Welter ; Secrét. : M. Millot,http://www.automania57.com,https://www.lva-auto.fr/annuaire.detail.php?id=C402&idCategorie=C
C185,CLUB AUTOMOBILE MARTIN,86320 Gouex - France,06 08 24 69 16,jmophone@yahoo.fr,Pdt : Luc Seys ; Vice-Pdt : Jean-Christophe Nieutin ; Trés. : Cécile Sébastien ; Secrét. : Jean-Marie Ollivier,http://www.clubautomobilemartin.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C185&idCategorie=C
C2442,CLUB AUTOMOBILE VILLENAVAIS,33140 Villenave-d'Ornon - France,06 61 31 63 43,dodier.denis@yahoo.fr,Trés. : Marie-Noëlle Baud ; Secrét. : Jean Félix Urrecho,,https://www.lva-auto.fr/annuaire.detail.php?id=C2442&idCategorie=C
C293,CLUB AUTOMOBILISTE BERLIET - CAB,69003 Lyon - France,04 78 54 15 34,contact@fondationberliet.org,Pdt : Philippe Lambert ; Trés. : Jean-Pierre Brassler ; Secrét. : Pascal Badol,http://www.fondationberliet.org,https://www.lva-auto.fr/annuaire.detail.php?id=C293&idCategorie=C
C1925,CLUB AUTOS D'ÉPOQUE DE LA VÉSUBIE - AEV,06450 Saint-Martin-Vésubie - France,06 72 71 03 11,jp.dirosa06@gmail.com,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1925&idCategorie=C
C1679,CLUB AUTOS ET MOTOS D'ÉPOQUE - CAME,91820 Boutigny-sur-Essonne - France,06 79 09 36 97,lecameboutigny91@gmail.com,,http://ww.lecame91.wixsite.com/came,https://www.lva-auto.fr/annuaire.detail.php?id=C1679&idCategorie=C
C294,CLUB AUTOS-MOTOS ANCIENNES DE FEYTIAT - CAMAF,87220 Feytiat - France,06 20 57 15 85,secretaire.camaf@yahoo.fr,Pdt : Alain Bouillon ; Vice-Pdt : Daniel Nouhaud ; Trés. : Michel Deyrieux ; Secrét. : Didier Astruc,http://www.camaf.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C294&idCategorie=C
C295,CLUB AUTUN RÉTRO,71400 Autun - France,,clubautunretro@gmail.com,Pdte : Claude Choubard ; Vice-Pdt et relations publiques : Jean-Pierre Burland ; Trés. et Webmaster : Michel Martin ; Secrét. : Pascal Degrandcourt ; Secrét. adj. : Gérard Sert,http://www.club.autun.retro.over-blog.com,https://www.lva-auto.fr/annuaire.detail.php?id=C295&idCategorie=C
C296,CLUB BASQUE DES VÉHICULES ANCIENS - CBVA,64270 Bergouey-Viellenave - France,06 19 85 60 17,eric-marcus@hotmail.fr,Pdt : Ãric Marcus ; Vice-Pdts : Régis de Merlis et Claude Leguay ; Trés. : Philippe Jeauffre ; Trés. adj. : Martine Daragnes ; Secrét. : Jean-Philippe Lahure ; Secrét. adj. : Claude Pierre et Gérard Daragnes,http://www.cbva.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C296&idCategorie=C
C1909,CLUB BMW SERIE 3 E21/E30 FRANCE,31520 Ramonville-Saint-Agne - France,06 78 11 95 97,contact@bmw-e21e30.fr,Pdt : Emmanuel Pavie,http://www.bmw-e21e30.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1909&idCategorie=C
C299,CLUB BUGATTI FRANCE,16120 Châteauneuf-sur-Charente - France,,contact@clubbugatti.fr,Pdt : Sébastien Benoit-Latour ; Vice-Pdt : Baptiste Nicolosi ; Trés. : Valérie Gianti ; Secrét. : Christophe Vignaud,http://www.club-bugatti-france.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C299&idCategorie=C
C974,CLUB C.A.R.O.,60890 Varinfroy - France,03 44 87 49 00,thierry.macaisne@orange.fr,Pdt : Xavier Denis ; Trés. : Pauline Cunin ; Secrét. : Carole Macaisne,,https://www.lva-auto.fr/annuaire.detail.php?id=C974&idCategorie=C
